clade	mdl	fgspecies	bgspecies	om0	lnlm0	npm0	ombnfg	ombnbg	lnlbn	npbn	ombffg	ombfbg	lnlbf	npbf
Primates	F1x4	Aotus_nancymaae	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.32852	-4260.888525	69	1.00000	0.33753	-4265.604689	69	0.04818	0.33712	-4258.341864	70
Primates	F3x4	Aotus_nancymaae	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.26291	-4250.356621	69	1.00000	0.27036	-4256.434704	69	0.03707	0.27008	-4247.666437	70
Primates	F1x4	Callithrix_jacchus	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.32852	-4260.888525	69	1.00000	0.33533	-4265.706258	69	0.18095	0.33472	-4260.225295	70
Primates	F3x4	Callithrix_jacchus	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.26291	-4250.356621	69	1.00000	0.26850	-4256.726755	69	0.14203	0.26807	-4249.651818	70
Primates	F1x4	Carlito_syrichta	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis	0.32852	-4260.888525	69	1.00000	0.30312	-4260.381916	69	0.57440	0.30376	-4258.393680	70
Primates	F3x4	Carlito_syrichta	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis	0.26291	-4250.356621	69	1.00000	0.24052	-4250.315525	69	0.49364	0.24161	-4247.398808	70
Primates	F1x4	Cebus_capucinus	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Callithrix_jacchus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.32852	-4260.888525	69	1.00000	0.33074	-4262.329849	69	0.13826	0.33060	-4260.571829	70
Primates	F3x4	Cebus_capucinus	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Callithrix_jacchus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.26291	-4250.356621	69	1.00000	0.26466	-4252.203647	69	0.11128	0.26457	-4250.044988	70
Primates	F1x4	Cercocebus_atys	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.32852	-4260.888525	69	1.00000	0.32826	-4261.064578	69	0.41300	0.32822	-4260.875425	70
Primates	F3x4	Cercocebus_atys	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.26291	-4250.356621	69	1.00000	0.26264	-4250.596211	69	0.35181	0.26260	-4250.335435	70
