test	back	pval	kval
Anas_platyrhynchos	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	0.8262	0.17
Anseranas_semipalmata	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	0.7062	1.18
Anser_brachyrhynchus	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_cygnoides,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	0.2594	36.79
Anser_cygnoides	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	1.0000	0.90
Anser_indicus	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Node29,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	1.0000	0.90
Apteryx_mantelli	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	1.0000	0.91
Apteryx_rowi	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	1.0000	0.91
Asarcornis_scutulata	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Node21,Node19,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	0.1201	2.48
Aythya_fuligula	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Asarcornis_scutulata,Node21,Node19,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	0.1194	2.49
Branta_canadensis	`Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Node4,Apteryx_mantelli,Apteryx_rowi,Node8,Casuarius_casuarius,Dromaius_novaehollandiae,Node11,Node7,Node3,Rhea_americana,Node2,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Node21,Node19,Anser_cygnoides,Anser_brachyrhynchus,Node29,Anser_indicus,Node28,Node26,Cygnus_olor,Cygnus_atratus,Node33,Node25,Oxyura_jamaicensis,Node24,Node18,Cairina_moschata,Node17,Node15`	0.2015	2.28
