clade	mdl	fgspecies	bgspecies	om0	lnlm0	npm0	ombnfg	ombnbg	lnlbn	npbn	ombffg	ombfbg	lnlbf	npbf
Accipitriformes	F1x4			0.31486	-1757.893636	11	1.00000	0.34345	-1760.678387	11	0.19158	0.34178	-1757.580101	12
Accipitriformes	F3x4			0.31228	-1752.998366	11	1.00000	0.33997	-1755.826981	11	0.19004	0.33903	-1752.684541	12
Accipitriformes	F1x4			0.31485	-1757.893636	11	1.00000	0.27320	-1757.163561	11	0.69664	0.27304	-1757.023445	12
Accipitriformes	F3x4			0.31227	-1752.998366	11	1.00000	0.27104	-1752.294914	11	0.68524	0.27100	-1752.140143	12
Accipitriformes	F1x4			0.31486	-1757.893636	11	1.00000	0.33979	-1764.296244	11	0.30284	0.33173	-1757.877518	12
Accipitriformes	F3x4			0.31227	-1752.998366	11	1.00000	0.33511	-1759.524613	11	0.30007	0.32941	-1752.981481	12
Accipitriformes	F1x4			0.31486	-1757.893636	11	1.00000	0.31486	-1757.893641	11	0.00010	0.31486	-1757.893629	12
Accipitriformes	F3x4			0.31227	-1752.998366	11	1.00000	0.31227	-1752.998367	11	0.43636	0.31228	-1752.998367	12
Accipitriformes	F1x4			0.31485	-1757.893636	11	1.00000	0.31486	-1757.893641	11	0.00010	0.31486	-1757.893629	12
Accipitriformes	F3x4			0.31228	-1752.998366	11	1.00000	0.31228	-1752.998367	11	0.49435	0.31228	-1752.998367	12
Accipitriformes	F1x4			0.31486	-1757.893636	11	1.00000	0.31224	-1758.083808	11	0.39745	0.31238	-1757.879733	12
Accipitriformes	F3x4			0.31228	-1752.998366	11	1.00000	0.30955	-1753.185526	11	0.39890	0.30971	-1752.983020	12
