test	back	pval	kval
Aptenodytes_forsteri	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.6562	1.87
Balearica_regulorum	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.6377	1.27
Calidris_pugnax	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.9707	0.98
Charadrius_vociferus	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.4743	0.60
Egretta_garzetta	`Nipponia_nippon,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.1916	0.00
Eurypyga_helias	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.1920	0.00
Fulmarus_glacialis	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.6628	0.83
Gavia_stellata	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.4191	1.34
Grus_americana	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.5361	1.78
Mesitornis_unicolor	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.8815	1.05
Nipponia_nippon	`Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.4512	0.73
Opisthocomus_hoazin	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32`	1.0000	1.38
Pelecanus_crispus	`Nipponia_nippon,Egretta_garzetta,Node7,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.1398	0.64
Phaethon_lepturus	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.5248	1.24
Pterocles_gutturalis	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Node32,Opisthocomus_hoazin`	0.4625	1.27
Pygoscelis_adeliae	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.0470	0.00
Rhynochetos_jubatus	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.0674	1.71
Rissa_tridactyla	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Spheniscus_demersus,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.6848	0.69
Spheniscus_demersus	`Nipponia_nippon,Egretta_garzetta,Node7,Pelecanus_crispus,Node6,Pygoscelis_adeliae,Aptenodytes_forsteri,Node13,Node12,Fulmarus_glacialis,Node11,Node5,Gavia_stellata,Node4,Eurypyga_helias,Rhynochetos_jubatus,Node20,Phaethon_lepturus,Node19,Node3,Balearica_regulorum,Grus_americana,Node24,Node2,Rissa_tridactyla,Calidris_pugnax,Node28,Charadrius_vociferus,Node27,Node1,Mesitornis_unicolor,Pterocles_gutturalis,Node32,Opisthocomus_hoazin`	0.0682	0.01
