test	back	pval	kval
Accipiter_gentilis	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	0.3928	5.23
Antrostomus_carolinensis	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	0.1408	4.71
Aquila_chrysaetos	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	0.2210	7.84
Athene_cunicularia	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	0.0273	21.24
Colius_striatus	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	0.2501	0.00
Corythaeola_cristata	`Tauraco_erythrolophus,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	0.6282	0.12
Falco_biarmicus	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Node26,Node24,Falco_naumanni,Node23,Node5`	0.7133	1.64
Falco_cherrug	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	1.0000	0.91
Falco_naumanni	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Node23,Node5`	1.0000	4.13
Falco_peregrinus	`Tauraco_erythrolophus,Corythaeola_cristata,Node1,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Node8,Athene_cunicularia,Tyto_alba,Node11,Node7,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Node17,Accipiter_gentilis,Node16,Aquila_chrysaetos,Node15,Gymnogyps_californianus,Node14,Node6,Falco_cherrug,Falco_rusticolus,Node27,Falco_biarmicus,Node26,Node24,Falco_naumanni,Node23,Node5`	0.0684	10.63
