test	back	pval	kval
Antechinus_flavipes	`Thylacinus_cynocephalus,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	0.0555	0.13
Dromiciops_gliroides	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	0.7127	1.16
Gracilinanus_agilis	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	0.0209	13.93
Monodelphis_domestica	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	0.3112	50.00
Ornithorhynchus_anatinus	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Node15`	0.6254	0.84
Phascolarctos_cinereus	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Trichosurus_vulpecula,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	0.3958	1.49
Tachyglossus_aculeatus	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Ornithorhynchus_anatinus,Node15`	0.6251	1.32
Thylacinus_cynocephalus	`Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	0.4044	0.30
Trichosurus_vulpecula	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Phascolarctos_cinereus,Vombatus_ursinus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	1.0000	1.01
Vombatus_ursinus	`Thylacinus_cynocephalus,Antechinus_flavipes,Node3,Trichosurus_vulpecula,Phascolarctos_cinereus,Node8,Node6,Node2,Dromiciops_gliroides,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node12,Tachyglossus_aculeatus,Ornithorhynchus_anatinus,Node15`	0.1006	0.35
