test	back	pval	kval
Caretta_caretta	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	1.0000	0.09
Chelonia_mydas	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Node18,Dermochelys_coriacea,Node17`	0.3579	0.00
Chelonoidis_abingdonii	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.2824	2.48
Chrysemys_picta	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.4682	0.00
Dermochelys_coriacea	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Node17`	0.0000	50.00
Gopherus_flavomarginatus	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.5014	0.44
Malaclemys_terrapin	`Pelodiscus_sinensis,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	1.0000	0.84
Mauremys_mutica	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.1416	0.00
Mauremys_reevesii	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.8772	1.21
Pelodiscus_sinensis	`Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.0005	0.10
Terrapene_carolina	`Pelodiscus_sinensis,Malaclemys_terrapin,Trachemys_scripta,Node5,Chrysemys_picta,Node4,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.1710	4.88
Trachemys_scripta	`Pelodiscus_sinensis,Malaclemys_terrapin,Node5,Chrysemys_picta,Node4,Terrapene_carolina,Node3,Mauremys_mutica,Mauremys_reevesii,Node11,Gopherus_flavomarginatus,Chelonoidis_abingdonii,Node14,Node10,Node2,Caretta_caretta,Chelonia_mydas,Node18,Dermochelys_coriacea,Node17`	0.7007	0.00
