test	back	pval	kval
Aeorestes_cinereus	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.5398	1.16
Artibeus_jamaicensis	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.1122	0.19
Desmodus_rotundus	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.2108	0.14
Hipposideros_armiger	`Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.6505	0.90
Megaderma_lyra	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.2509	0.09
Miniopterus_natalensis	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Node27,Node25,Node13`	0.4401	0.00
Molossus_molossus	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.0114	3.41
Myotis_brandtii	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.2998	0.00
Myotis_davidii	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.3482	0.00
Myotis_lucifugus	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.5565	0.13
Myotis_myotis	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.4216	0.00
Phyllostomus_discolor	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.7357	0.77
Phyllostomus_hastatus	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.1719	0.16
Pipistrellus_kuhlii	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	1.0000	0.94
Pipistrellus_pipistrellus	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Pteronotus_parnellii,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.9145	0.81
Pteronotus_parnellii	`Hipposideros_armiger,Rhinolophus_ferrumequinum,Node2,Megaderma_lyra,Node1,Pteropus_alecto,Pteropus_giganteus,Pteropus_vampyrus,Node9,Node7,Rousettus_aegyptiacus,Node6,Sturnira_hondurensis,Artibeus_jamaicensis,Node18,Phyllostomus_hastatus,Phyllostomus_discolor,Node21,Node17,Desmodus_rotundus,Node16,Node14,Molossus_molossus,Myotis_brandtii,Myotis_lucifugus,Node30,Myotis_davidii,Myotis_myotis,Node33,Node29,Aeorestes_cinereus,Pipistrellus_kuhlii,Pipistrellus_pipistrellus,Node38,Node36,Node28,Miniopterus_natalensis,Node27,Node25,Node13`	0.1159	3.02
